#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Magnetometer Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H0>16-Sec Level 2 Data
#     DESCRIPTOR                      MAG>ACE Magnetic Field Instrument
#     DATA_VERSION                    7
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 2026029
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       https://izw1.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            MAG - ACE Magnetic Field Experiment
#                                     References: http://www.srl.caltech.edu/ACE/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Release 9/7/01
#                                     12/04/02: Fixed description of Epoch time variable.
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 ac_h0_mfi_00000000_v01
#     LOGICAL_SOURCE                  AC_H0_MFI
#     LOGICAL_SOURCE_DESCRIPTION      H0 - ACE Magnetic Field 16-Second Level 2 Data
#     PI_NAME                         N. Ness
#     PI_AFFILIATION                  Bartol Research Institute
#     MISSION_GROUP                   ACE
#                                     !___Interplanetary Data near 1 AU
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     TIME_RESOLUTION                 16 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, N. Ness of Bartol Research
#                                     Institute
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     ALT_LOGICAL_SOURCE              ACE_MAG_Solar-Wind-Magnetic-Field-Level2-H0_16sec_cdf
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ACE/MAG/L2/PT16S
#     DOI                             https://doi.org/10.48322/e0dc-0h53
#     CDAWEB_PARENTS                  ac_h0_mfi_00000000_v01
#                                     ac_h0_mfi_20260118_v07, ac_h0_mfi_20260119_v07
#                                     ac_h0_mfi_20260120_v07, ac_h0_mfi_20260121_v07
#                                     ac_h0_mfi_20260122_v07
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. B-field magnitude
#  3. Magnetic Field Vector in GSE Cartesian coordinates (16 sec)
#  4. Magnetic field vector in GSM coordinates (16 sec)
#
EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,<|B|>__nT,BX_GSE_(@_x_component_)_nT,BY_GSE_(@_y_component_)_nT,BZ_GSE_(@_z_component_)_nT,BX_(GSM)_(@_x_component_)_nT,BY_(GSM)_(@_y_component_)_nT,BZ_(GSM)_(@_z_component_)_nT
2026-01-18T00:00:04.000Z,8.01700,-3.24500,6.90300,2.44100,-3.24500,5.55100,4.77400
2026-01-18T00:00:20.000Z,7.97500,-2.87400,7.17000,0.965000,-2.87400,6.33400,3.49500
2026-01-18T00:00:36.000Z,7.96200,-2.32900,7.56500,0.651000,-2.32900,6.81600,3.34500
2026-01-18T00:00:52.000Z,7.99100,-2.25500,7.60400,0.628000,-2.25500,6.86100,3.33700
2026-01-18T00:01:08.000Z,8.02500,-1.68000,7.80900,0.0950000,-1.68000,7.24500,2.91500
2026-01-18T00:01:24.000Z,7.98300,-3.08600,7.27600,0.717000,-3.08600,6.52300,3.30100
2026-01-18T00:01:40.000Z,8.00700,-3.23900,7.27800,0.692000,-3.23900,6.53500,3.27900
2026-01-18T00:01:56.000Z,8.02100,-4.03900,6.73900,1.31600,-4.03900,5.80700,3.66500
2026-01-18T00:02:12.000Z,8.02500,-2.01000,7.60800,1.24300,-2.01000,6.64300,3.91000
2026-01-18T00:02:28.000Z,8.03200,-1.46800,7.85500,0.699000,-1.46800,7.07000,3.49200
2026-01-18T00:02:44.000Z,7.98100,-1.67500,7.71300,0.800000,-1.67500,6.90200,3.53500
2026-01-18T00:03:00.000Z,7.97900,-0.967000,7.88300,0.362000,-0.967000,7.21800,3.18800
2026-01-18T00:03:16.000Z,7.97600,-0.0180000,7.95200,-0.388000,-0.0180000,7.55500,2.51400
2026-01-18T00:03:32.000Z,8.01900,-1.08800,7.72000,0.681000,-1.08800,6.95100,3.42600
2026-01-18T00:03:48.000Z,7.98400,-1.59800,7.75300,0.962000,-1.59800,6.88100,3.70000
2026-01-18T00:04:04.000Z,8.03100,-0.845000,7.92400,0.958000,-0.845000,7.04200,3.75700
2026-01-18T00:04:20.000Z,8.03800,-1.50800,7.69700,1.49800,-1.50800,6.63500,4.17800
2026-01-18T00:04:36.000Z,8.01000,-2.22600,7.44100,1.90500,-2.22600,6.24900,4.46600
2026-01-18T00:04:52.000Z,7.99400,-2.26100,7.48600,1.50700,-2.26100,6.43600,4.11000
2026-01-18T00:05:08.000Z,8.01700,-2.64300,7.31600,1.80200,-2.64300,6.17000,4.32400
2026-01-18T00:05:24.000Z,8.02300,-2.82600,7.28000,1.75600,-2.82600,6.15400,4.26700
2026-01-18T00:05:40.000Z,8.01800,-2.97600,7.15000,2.05200,-2.97600,5.92600,4.49600
2026-01-18T00:05:56.000Z,8.01600,-2.73300,7.30300,1.84300,-2.73300,6.14400,4.35600
2026-01-18T00:06:12.000Z,8.01500,-2.49800,7.22500,2.38100,-2.49800,5.87700,4.82900
2026-01-18T00:06:28.000Z,8.01000,-2.76600,7.16300,2.22300,-2.76600,5.87700,4.66000
2026-01-18T00:06:44.000Z,8.11500,-2.56500,7.33600,2.23000,-2.56500,6.03600,4.72800
2026-01-18T00:07:00.000Z,8.06800,-2.07000,7.41300,2.34900,-2.07000,6.06500,4.86700
2026-01-18T00:07:16.000Z,8.03600,-2.40100,7.01300,3.08500,-2.40100,5.42700,5.40900
2026-01-18T00:07:32.000Z,8.08300,-2.56600,6.98600,3.12500,-2.56600,5.38700,5.43600
2026-01-18T00:07:48.000Z,8.07900,-3.13700,6.41600,3.72400,-3.13700,4.64000,5.78800
2026-01-18T00:08:04.000Z,8.12800,-2.86900,6.71000,3.53800,-2.86900,4.98100,5.72200
2026-01-18T00:08:20.000Z,8.08500,-2.71200,6.74600,3.52100,-2.71200,5.02100,5.71800
2026-01-18T00:08:36.000Z,8.11100,-3.12000,6.36000,3.94000,-3.12000,4.51000,5.97000
2026-01-18T00:08:52.000Z,8.06000,-3.15000,6.07200,4.24500,-3.15000,4.13200,6.15000
2026-01-18T00:09:08.000Z,8.01700,-2.49900,6.63400,3.67300,-2.49900,4.86200,5.81900
2026-01-18T00:09:24.000Z,7.99400,-1.62300,6.93100,3.62400,-1.62300,5.15700,5.88000
2026-01-18T00:09:40.000Z,7.94900,-0.711000,6.83900,3.84000,-0.711000,4.99400,6.04800
2026-01-18T00:09:56.000Z,7.95200,-2.30300,6.04200,4.59500,-2.30300,3.97800,6.46500
2026-01-18T00:10:12.000Z,7.99800,-1.81500,6.63600,4.06100,-1.81500,4.72500,6.18000
2026-01-18T00:10:28.000Z,7.90400,-3.21900,5.19900,4.97700,-3.21900,3.05500,6.51700
2026-01-18T00:10:44.000Z,7.87700,-3.27300,5.28100,4.74400,-3.27300,3.21600,6.32900
2026-01-18T00:11:00.000Z,7.93400,-3.77000,4.98900,4.83500,-3.77000,2.91100,6.30800
2026-01-18T00:11:16.000Z,7.93200,-3.53200,5.60700,4.33800,-3.53200,3.66600,6.06700
2026-01-18T00:11:32.000Z,7.89900,-3.51000,6.01600,3.71300,-3.51000,4.27400,5.63200
2026-01-18T00:11:48.000Z,7.83000,-3.32000,6.41800,2.93200,-3.32000,4.93100,5.04700
2026-01-18T00:12:04.000Z,7.77900,-2.70300,5.14400,4.95800,-2.70300,3.01300,6.47800
2026-01-18T00:12:20.000Z,7.67200,-3.63600,4.35700,5.03900,-3.63600,2.24900,6.27000
2026-01-18T00:12:36.000Z,7.69300,-3.46300,4.82500,4.78200,-3.46300,2.77900,6.19900
2026-01-18T00:12:52.000Z,7.71200,-2.92200,6.07600,3.61600,-2.92200,4.36600,5.56200
2026-01-18T00:13:08.000Z,7.72700,-2.71000,6.41600,3.27800,-2.71000,4.80600,5.36800
2026-01-18T00:13:24.000Z,7.62600,-3.18500,6.31800,2.80500,-3.18500,4.88500,4.89200
2026-01-18T00:13:40.000Z,7.64100,-3.36600,6.18000,2.76200,-3.36600,4.77100,4.80200
2026-01-18T00:13:56.000Z,7.64100,-4.47900,6.14600,0.659000,-4.47900,5.49700,2.82700
2026-01-18T00:14:12.000Z,7.47700,-4.92400,5.45200,-0.797000,-4.92400,5.37400,1.21800
2026-01-18T00:14:28.000Z,7.50800,-5.45300,4.78300,-1.90700,-5.45300,5.14900,-0.0580000
2026-01-18T00:14:44.000Z,7.47600,-5.53700,4.71300,-1.70600,-5.53700,5.01200,0.104000
2026-01-18T00:15:00.000Z,7.50200,-5.56900,4.57200,-2.04200,-5.56900,5.00100,-0.260000
2026-01-18T00:15:16.000Z,7.51100,-5.49000,4.44100,-2.47400,-5.49000,5.03400,-0.711000
2026-01-18T00:15:32.000Z,7.50800,-5.30300,4.43300,-2.90200,-5.30300,5.18000,-1.11400
2026-01-18T00:15:48.000Z,7.51500,-5.76700,4.09600,-2.48500,-5.76700,4.71600,-0.846000
2026-01-18T00:16:04.000Z,7.44900,-5.58300,4.30700,-2.36800,-5.58300,4.87000,-0.661000
2026-01-18T00:16:20.000Z,7.42100,-5.54000,3.87800,-3.01800,-5.54000,4.70400,-1.42200
2026-01-18T00:16:36.000Z,7.43200,-5.64700,3.55100,-3.14600,-5.64700,4.44400,-1.65900
2026-01-18T00:16:52.000Z,7.49200,-5.28800,4.67200,-2.49500,-5.28800,5.25600,-0.649000
2026-01-18T00:17:08.000Z,7.56800,-5.06800,5.33100,-1.71800,-5.06800,5.59200,0.313000
2026-01-18T00:17:24.000Z,7.67300,-4.71100,5.94800,-0.989000,-4.71100,5.90600,1.21500
2026-01-18T00:17:40.000Z,7.76900,-4.45500,6.30500,-0.586000,-4.45500,6.09500,1.71900
2026-01-18T00:17:56.000Z,7.75200,-5.26200,5.53500,-1.19600,-5.26200,5.59500,0.872000
2026-01-18T00:18:12.000Z,7.86100,-4.79800,6.17400,-0.394000,-4.79800,5.90400,1.85000
2026-01-18T00:18:28.000Z,7.87200,-5.19600,5.79900,-1.10400,-5.19600,5.80900,1.05200
2026-01-18T00:18:44.000Z,7.84600,-5.22200,5.59600,-1.70200,-5.22200,5.83400,0.421000
2026-01-18T00:19:00.000Z,7.91000,-5.53100,5.42500,-1.57100,-5.53100,5.62700,0.482000
2026-01-18T00:19:16.000Z,7.94800,-5.06900,5.92700,-1.34700,-5.06900,6.01600,0.871000
2026-01-18T00:19:32.000Z,7.88000,-4.74700,6.15000,0.0380000,-4.74700,5.72600,2.24200
2026-01-18T00:19:48.000Z,7.90000,-4.44200,6.51800,0.270000,-4.44200,5.98700,2.59100
2026-01-18T00:20:04.000Z,7.92100,-4.45500,6.50400,0.321000,-4.45500,5.95500,2.63300
2026-01-18T00:20:20.000Z,7.94800,-4.12400,6.74900,0.741000,-4.12400,6.03400,3.11300
2026-01-18T00:20:36.000Z,7.94600,-4.40300,6.59000,0.499000,-4.40300,5.97200,2.83000
2026-01-18T00:20:52.000Z,7.93000,-4.24900,6.66400,0.540000,-4.24900,6.02700,2.89500
2026-01-18T00:21:08.000Z,7.95900,-4.60600,6.48000,0.219000,-4.60600,5.97100,2.52900
2026-01-18T00:21:24.000Z,7.88100,-4.67300,6.29100,0.221000,-4.67300,5.79300,2.46200
2026-01-18T00:21:40.000Z,7.93500,-4.15900,6.72700,0.592000,-4.15900,6.06800,2.96500
2026-01-18T00:21:56.000Z,7.90500,-4.80000,6.27500,-0.0120000,-4.80000,5.86200,2.23800
2026-01-18T00:22:12.000Z,7.89100,-4.90100,6.17400,0.329000,-4.90100,5.64600,2.52000
2026-01-18T00:22:28.000Z,7.86600,-4.82300,6.18300,0.572000,-4.82300,5.56700,2.75000
2026-01-18T00:22:44.000Z,7.92000,-4.69800,6.36200,0.284000,-4.69800,5.83800,2.54500
2026-01-18T00:23:00.000Z,7.86000,-4.55900,6.38100,0.0200000,-4.55900,5.95000,2.30500
2026-01-18T00:23:16.000Z,7.87500,-4.65700,6.32400,0.555000,-4.65700,5.70500,2.78300
2026-01-18T00:23:32.000Z,7.88900,-4.36100,6.55400,0.217000,-4.36100,6.04100,2.55000
2026-01-18T00:23:48.000Z,7.84600,-4.27000,6.56800,0.131000,-4.27000,6.08500,2.47500
2026-01-18T00:24:04.000Z,7.85600,-3.85900,6.83100,0.0420000,-3.85900,6.36300,2.48600
2026-01-18T00:24:20.000Z,7.91200,-4.21600,6.66700,0.235000,-4.21600,6.14100,2.60700
2026-01-18T00:24:36.000Z,7.95200,-3.34400,7.02400,1.56200,-3.34400,6.00000,3.97200
2026-01-18T00:24:52.000Z,7.91000,-3.31800,7.03100,1.38000,-3.31800,6.07100,3.80500
2026-01-18T00:25:08.000Z,7.90700,-3.84100,6.77000,1.23400,-3.84100,5.88000,3.57500
2026-01-18T00:25:24.000Z,7.88900,-3.86200,6.65100,1.61700,-3.86200,5.63200,3.89000
2026-01-18T00:25:40.000Z,7.84500,-3.92300,6.70600,0.854000,-3.92300,5.95600,3.19600
2026-01-18T00:25:56.000Z,7.93800,-3.91800,6.88200,0.460000,-3.91800,6.26200,2.89100
2026-01-18T00:26:12.000Z,7.88100,-3.74900,6.84900,1.03100,-3.74900,6.02700,3.41300
2026-01-18T00:26:28.000Z,7.92600,-4.19600,6.52500,1.56200,-4.19600,5.53500,3.79200
2026-01-18T00:26:44.000Z,7.97300,-4.19500,6.63400,1.37000,-4.19500,5.70500,3.65100
2026-01-18T00:27:00.000Z,7.98000,-4.15600,6.66100,1.38400,-4.15600,5.72600,3.67400
2026-01-18T00:27:16.000Z,7.95900,-4.22100,6.50900,1.71400,-4.22100,5.46700,3.92700
2026-01-18T00:27:32.000Z,7.95700,-4.11700,6.73100,1.00500,-4.11700,5.92700,3.34500
2026-01-18T00:27:48.000Z,7.90000,-4.06400,6.64500,1.25800,-4.06400,5.75600,3.54900
2026-01-18T00:28:04.000Z,7.87300,-3.63800,6.92600,-0.301000,-3.63800,6.57700,2.19300
2026-01-18T00:28:20.000Z,7.85500,-3.54900,6.97400,0.137000,-3.54900,6.46400,2.61900
2026-01-18T00:28:36.000Z,7.82800,-3.43500,6.86700,-1.00500,-3.43500,6.77300,1.51400
2026-01-18T00:28:52.000Z,7.78800,-3.65400,6.65300,-0.574000,-3.65400,6.41900,1.84000
2026-01-18T00:29:08.000Z,7.84800,-2.71900,6.78100,-0.950000,-2.71900,6.67300,1.53300
2026-01-18T00:29:24.000Z,7.86500,-0.648000,6.31200,-4.57100,-0.648000,7.52700,-2.01700
2026-01-18T00:29:40.000Z,7.83100,-2.12100,6.95300,-2.85100,-2.12100,7.51300,-0.182000
2026-01-18T00:29:56.000Z,7.85000,-1.53600,6.90300,-3.38300,-1.53600,7.65600,-0.697000
2026-01-18T00:30:12.000Z,7.88300,-2.50800,6.44800,-3.61600,-2.50800,7.31400,-1.07800
2026-01-18T00:30:28.000Z,7.82200,-2.11500,6.69600,-3.37900,-2.11500,7.46100,-0.768000
2026-01-18T00:30:44.000Z,7.80300,-1.71200,6.71800,-3.56500,-1.71200,7.54700,-0.935000
2026-01-18T00:31:00.000Z,7.85000,-1.31800,6.67800,-3.88200,-1.31800,7.62300,-1.24500
2026-01-18T00:31:16.000Z,7.85900,-2.11200,6.90900,-2.90800,-2.11200,7.49200,-0.254000
2026-01-18T00:31:32.000Z,7.85400,-2.95700,7.12100,-0.880000,-2.95700,6.96700,1.71600
2026-01-18T00:31:48.000Z,7.90200,-3.29200,6.96400,1.69900,-3.29200,5.90100,4.07000
2026-01-18T00:32:04.000Z,7.88200,-3.48400,6.89500,0.312000,-3.48400,6.33100,2.74900
2026-01-18T00:32:20.000Z,7.79400,-2.85100,7.15700,0.680000,-2.85100,6.44500,3.18600
2026-01-18T00:32:36.000Z,7.74300,-3.03100,6.92600,1.38500,-3.03100,5.97800,3.76100
2026-01-18T00:32:52.000Z,7.82100,-3.37000,6.86200,1.55500,-3.37000,5.85800,3.89700
2026-01-18T00:33:08.000Z,7.82200,-3.25100,7.02900,0.942000,-3.25100,6.23300,3.38300
2026-01-18T00:33:24.000Z,7.80000,-3.34100,7.01800,-0.111000,-3.34100,6.59800,2.39500
2026-01-18T00:33:40.000Z,7.78100,-3.30100,6.97600,-0.655000,-3.30100,6.75200,1.87200
2026-01-18T00:33:56.000Z,7.72000,-3.19600,7.01100,-0.362000,-3.19600,6.68100,2.15800
2026-01-18T00:34:12.000Z,7.76900,-2.90800,6.72500,2.19400,-2.90800,5.50400,4.44400
2026-01-18T00:34:28.000Z,7.81100,-2.77400,6.54300,3.20200,-2.77400,4.97600,5.32100
2026-01-18T00:34:44.000Z,7.82200,-2.47500,6.87200,2.72900,-2.47500,5.45200,4.99500
2026-01-18T00:35:00.000Z,7.77800,-2.87200,6.55400,2.96200,-2.87200,5.07100,5.10000
2026-01-18T00:35:16.000Z,7.77700,-2.84600,6.65100,2.81500,-2.84600,5.21500,4.99700
2026-01-18T00:35:32.000Z,7.76300,-3.29500,6.00800,3.57600,-3.29500,4.34400,5.47900
2026-01-18T00:35:48.000Z,7.77500,-3.07400,6.57100,2.74800,-3.07400,5.16500,4.90500
2026-01-18T00:36:04.000Z,7.77100,-2.69900,6.74900,2.66100,-2.69900,5.36300,4.88700
2026-01-18T00:36:20.000Z,7.79600,-2.83700,7.07800,1.47400,-2.83700,6.09200,3.89400
2026-01-18T00:36:36.000Z,7.74100,-2.55500,7.03800,1.86200,-2.55500,5.91700,4.24200
2026-01-18T00:36:52.000Z,7.73200,-2.51600,6.81200,2.61700,-2.51600,5.43800,4.86700
2026-01-18T00:37:08.000Z,7.75000,-3.10600,6.61800,2.44800,-3.10600,5.31600,4.63900
2026-01-18T00:37:24.000Z,7.72900,-4.30900,6.34800,0.442000,-4.30900,5.77700,2.66800
2026-01-18T00:37:40.000Z,7.80600,-5.04300,5.91600,0.0420000,-5.04300,5.51600,2.14000
2026-01-18T00:37:56.000Z,7.77400,-5.20100,5.54200,-1.51700,-5.20100,5.72000,0.549000
2026-01-18T00:38:12.000Z,7.78900,-4.98200,5.96500,0.0270000,-4.98200,5.56700,2.14200
2026-01-18T00:38:28.000Z,7.78600,-4.86800,5.88300,-0.790000,-4.86800,5.78100,1.34900
2026-01-18T00:38:44.000Z,7.77300,-5.09600,5.84500,0.180000,-5.09600,5.40100,2.24200
2026-01-18T00:39:00.000Z,7.71500,-5.19000,5.57400,1.01800,-5.19000,4.85100,2.92900
2026-01-18T00:39:16.000Z,7.69900,-5.26500,5.44000,1.33100,-5.26500,4.61400,3.17400
2026-01-18T00:39:32.000Z,7.75500,-5.15200,5.62700,1.30200,-5.15200,4.80000,3.21300
2026-01-18T00:39:48.000Z,7.78000,-4.85000,5.95300,1.16700,-4.85000,5.15300,3.20200
2026-01-18T00:40:04.000Z,7.80200,-4.50600,6.23900,1.21900,-4.50600,5.40200,3.35200
2026-01-18T00:40:20.000Z,7.89000,-4.47000,6.45600,0.615000,-4.47000,5.81800,2.86300
2026-01-18T00:40:36.000Z,7.81400,-4.63200,6.24500,0.605000,-4.63200,5.62500,2.77900
2026-01-18T00:40:52.000Z,7.72200,-4.60100,6.08700,1.04100,-4.60100,5.32400,3.13000
2026-01-18T00:41:08.000Z,7.71900,-4.28200,6.29200,1.20500,-4.28200,5.45800,3.35600
2026-01-18T00:41:24.000Z,7.75800,-4.11800,6.43800,1.18300,-4.11800,5.60200,3.38600
2026-01-18T00:41:40.000Z,7.79000,-3.73100,6.59700,1.74400,-3.73100,5.55200,3.96700
2026-01-18T00:41:56.000Z,7.86400,-4.00000,6.57400,1.57100,-4.00000,5.59100,3.79700
2026-01-18T00:42:12.000Z,7.83700,-3.42200,6.85900,1.56300,-3.42200,5.86200,3.89000
2026-01-18T00:42:28.000Z,7.82600,-3.14000,6.81100,2.18200,-3.14000,5.59800,4.45100
2026-01-18T00:42:44.000Z,7.82500,-3.71400,6.72200,1.36100,-3.71400,5.80600,3.65100
2026-01-18T00:43:00.000Z,7.85900,-4.26400,6.52600,0.851000,-4.26400,5.80300,3.10400
2026-01-18T00:43:16.000Z,7.83400,-4.24500,6.40100,1.42400,-4.24500,5.48300,3.59600
2026-01-18T00:43:32.000Z,7.78200,-5.02100,5.08400,2.91400,-5.02100,3.72600,4.52300
2026-01-18T00:43:48.000Z,7.80900,-4.42200,6.10900,1.96500,-4.42200,5.02000,3.99700
2026-01-18T00:44:04.000Z,7.82600,-4.70700,5.96900,1.82400,-4.70700,4.93900,3.81600
2026-01-18T00:44:20.000Z,7.84400,-4.25800,6.47900,1.08600,-4.25800,5.67700,3.30500
2026-01-18T00:44:36.000Z,7.83100,-3.98100,6.59000,0.943000,-3.98100,5.83200,3.21100
2026-01-18T00:44:52.000Z,7.81800,-3.72600,6.70400,1.43700,-3.72600,5.76400,3.71300
2026-01-18T00:45:08.000Z,7.86100,-3.38500,7.05500,0.548000,-3.38500,6.40700,3.00500
2026-01-18T00:45:24.000Z,7.85700,-3.27000,7.07400,0.885000,-3.27000,6.30600,3.32600
2026-01-18T00:45:40.000Z,7.81900,-3.66600,6.79700,1.10100,-3.66600,5.97000,3.43000
2026-01-18T00:45:56.000Z,7.84300,-3.50400,6.95000,0.718000,-3.50400,6.24900,3.12500
2026-01-18T00:46:12.000Z,7.88200,-3.28100,7.15100,0.188000,-3.28100,6.62400,2.69900
2026-01-18T00:46:28.000Z,7.77600,-2.00000,7.49300,-0.146000,-2.00000,7.06300,2.50800
2026-01-18T00:46:44.000Z,7.69600,-3.76300,6.68900,-0.446000,-3.76300,6.41600,1.94200
2026-01-18T00:47:00.000Z,7.78600,-3.52100,6.88800,-0.716000,-3.52100,6.69800,1.76000
2026-01-18T00:47:16.000Z,7.75700,-3.07900,7.08300,-0.681000,-3.07900,6.86800,1.86000
2026-01-18T00:47:32.000Z,7.77500,-3.08100,7.06500,-0.902000,-3.08100,6.92900,1.64700
2026-01-18T00:47:48.000Z,7.69800,-3.38500,6.83500,-0.954000,-3.38500,6.73200,1.51600
2026-01-18T00:48:04.000Z,7.73700,-3.16500,6.95700,-1.14200,-3.16500,6.91300,1.38300
2026-01-18T00:48:20.000Z,7.74500,-3.78000,6.61900,-1.25500,-3.78000,6.63700,1.15800
2026-01-18T00:48:36.000Z,7.76700,-3.24900,6.57600,-2.14400,-3.24900,6.91000,0.310000
2026-01-18T00:48:52.000Z,7.76900,-1.80000,6.91800,-2.96500,-1.80000,7.51900,-0.338000
2026-01-18T00:49:08.000Z,7.77900,-2.53500,6.73100,-2.90600,-2.53500,7.32300,-0.350000
2026-01-18T00:49:24.000Z,7.82100,-3.85800,5.84400,-0.822000,-3.85800,5.76000,1.28800
2026-01-18T00:49:40.000Z,7.86100,-5.88900,4.91300,1.37900,-5.88900,4.11300,3.02000
2026-01-18T00:49:56.000Z,7.88700,-6.16600,4.56700,1.72200,-6.16600,3.66900,3.21900
2026-01-18T00:50:12.000Z,7.87800,-5.82400,4.76100,2.26100,-5.82400,3.66100,3.79200
2026-01-18T00:50:28.000Z,7.94700,-5.59800,5.47800,1.10000,-5.59800,4.74100,2.95700
2026-01-18T00:50:44.000Z,7.90800,-5.24700,5.82400,0.975000,-5.24700,5.10900,2.96100
2026-01-18T00:51:00.000Z,7.92900,-5.43300,5.72300,0.567000,-5.43300,5.15800,2.54200
2026-01-18T00:51:16.000Z,7.92400,-5.82200,5.21800,1.08400,-5.82200,4.50400,2.84900
2026-01-18T00:51:32.000Z,7.94800,-5.64800,5.52100,0.832000,-5.64800,4.87600,2.71900
2026-01-18T00:51:48.000Z,7.90000,-5.05100,6.05100,0.133000,-5.05100,5.61900,2.25000
2026-01-18T00:52:04.000Z,7.86100,-5.43400,5.65100,-0.0710000,-5.43400,5.31600,1.91800
2026-01-18T00:52:20.000Z,7.91000,-5.21800,5.92400,-0.307000,-5.21800,5.65500,1.79300
2026-01-18T00:52:36.000Z,7.95100,-4.39900,6.59000,-0.528000,-4.39900,6.35600,1.81900
2026-01-18T00:52:52.000Z,7.98400,-4.36600,6.55500,-1.08500,-4.36600,6.51900,1.28600
2026-01-18T00:53:08.000Z,7.95200,-4.49900,6.19200,-2.08300,-4.49900,6.53000,0.223000
2026-01-18T00:53:24.000Z,7.84700,-4.30900,6.04300,-2.49300,-4.30900,6.53300,-0.214000
2026-01-18T00:53:40.000Z,7.92000,-4.30600,6.35500,-1.88900,-4.30600,6.61400,0.461000
2026-01-18T00:53:56.000Z,7.91400,-4.54100,6.30300,-1.39100,-4.54100,6.39100,0.908000
2026-01-18T00:54:12.000Z,7.87900,-4.45400,5.89100,-2.54700,-4.45400,6.41000,-0.319000
2026-01-18T00:54:28.000Z,7.92400,-4.55500,6.24400,-1.50600,-4.55500,6.37600,0.778000
2026-01-18T00:54:44.000Z,7.91700,-4.35900,6.43900,-0.782000,-4.35900,6.30400,1.52400
2026-01-18T00:55:00.000Z,7.89100,-3.65200,6.92600,-0.792000,-3.65200,6.76400,1.68500
2026-01-18T00:55:16.000Z,7.89600,-2.98500,6.95400,-2.14500,-2.98500,7.26500,0.427000
2026-01-18T00:55:32.000Z,7.87800,-3.55500,6.78500,-1.61900,-3.55500,6.92200,0.860000
2026-01-18T00:55:48.000Z,7.83000,-3.00200,6.76600,-2.42800,-3.00200,7.18800,0.0950000
2026-01-18T00:56:04.000Z,7.84300,-2.38300,6.55300,-3.52400,-2.38300,7.37200,-1.00600
2026-01-18T00:56:20.000Z,7.83500,-2.31100,6.32200,-3.93300,-2.31100,7.29900,-1.47100
2026-01-18T00:56:36.000Z,7.86200,-4.57800,6.11400,-1.80800,-4.57800,6.36000,0.446000
2026-01-18T00:56:52.000Z,7.86200,-4.33500,6.21600,-2.03000,-4.33500,6.53300,0.273000
2026-01-18T00:57:08.000Z,7.85100,-3.93600,6.63400,-1.41900,-3.93600,6.71100,0.992000
2026-01-18T00:57:24.000Z,7.81800,-4.57700,5.99600,-1.86300,-4.57700,6.26900,0.352000
2026-01-18T00:57:40.000Z,7.74100,-5.18800,5.21500,-1.99600,-5.18800,5.58400,-0.0460000
2026-01-18T00:57:56.000Z,7.87300,-3.69700,6.92200,-0.572000,-3.69700,6.68500,1.88300
2026-01-18T00:58:12.000Z,7.86300,-3.35900,7.08400,0.180000,-3.35900,6.57400,2.64400
2026-01-18T00:58:28.000Z,7.84500,-3.80600,6.81900,0.177000,-3.80600,6.32700,2.54800
2026-01-18T00:58:44.000Z,7.90000,-4.26400,6.62100,-0.450000,-4.26400,6.36100,1.89100
2026-01-18T00:59:00.000Z,7.86400,-4.18000,6.56600,-1.05800,-4.18000,6.52200,1.30200
2026-01-18T00:59:16.000Z,7.78500,-4.76500,6.10800,-0.667000,-4.76500,5.95600,1.50800
2026-01-18T00:59:32.000Z,7.80800,-5.08800,5.87500,-0.285000,-5.08800,5.60500,1.78400
2026-01-18T00:59:48.000Z,7.81900,-4.63400,6.00700,-1.11300,-4.63400,6.01700,1.05400
2026-01-18T01:00:04.000Z,7.86400,-1.63100,7.65700,-0.309000,-1.63100,7.28300,2.38200
