#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Magnetometer Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H0>16-Sec Level 2 Data
#     DESCRIPTOR                      MAG>ACE Magnetic Field Instrument
#     DATA_VERSION                    7
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 2026029
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       https://izw1.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            MAG - ACE Magnetic Field Experiment
#                                     References: http://www.srl.caltech.edu/ACE/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Release 9/7/01
#                                     12/04/02: Fixed description of Epoch time variable.
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 ac_h0_mfi_00000000_v01
#     LOGICAL_SOURCE                  AC_H0_MFI
#     LOGICAL_SOURCE_DESCRIPTION      H0 - ACE Magnetic Field 16-Second Level 2 Data
#     PI_NAME                         N. Ness
#     PI_AFFILIATION                  Bartol Research Institute
#     MISSION_GROUP                   ACE
#                                     !___Interplanetary Data near 1 AU
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     TIME_RESOLUTION                 16 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, N. Ness of Bartol Research
#                                     Institute
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     ALT_LOGICAL_SOURCE              ACE_MAG_Solar-Wind-Magnetic-Field-Level2-H0_16sec_cdf
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ACE/MAG/L2/PT16S
#     DOI                             https://doi.org/10.48322/e0dc-0h53
#     CDAWEB_PARENTS                  ac_h0_mfi_00000000_v01
#                                     ac_h0_mfi_20260118_v07, ac_h0_mfi_20260119_v07
#                                     ac_h0_mfi_20260120_v07, ac_h0_mfi_20260121_v07
#                                     ac_h0_mfi_20260122_v07
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. B-field magnitude
#  3. Magnetic Field Vector in GSE Cartesian coordinates (16 sec)
#  4. Magnetic field vector in GSM coordinates (16 sec)
#
EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,<|B|>__nT,BX_GSE_(@_x_component_)_nT,BY_GSE_(@_y_component_)_nT,BZ_GSE_(@_z_component_)_nT,BX_(GSM)_(@_x_component_)_nT,BY_(GSM)_(@_y_component_)_nT,BZ_(GSM)_(@_z_component_)_nT
2026-01-19T02:55:00.000Z,7.85000,-6.95300,2.40500,-2.72600,-6.95300,3.11400,-1.87600
2026-01-19T02:55:16.000Z,7.87900,-6.95500,2.45900,-2.74700,-6.95500,3.17100,-1.88000
2026-01-19T02:55:32.000Z,7.91400,-6.94200,2.57700,-2.78500,-6.94200,3.29500,-1.88100
2026-01-19T02:55:48.000Z,7.91400,-6.88200,2.94300,-2.52300,-6.88200,3.56500,-1.52200
2026-01-19T02:56:04.000Z,7.90600,-6.78800,3.41400,-2.17400,-6.78800,3.91000,-1.04900
2026-01-19T02:56:20.000Z,7.98400,-6.78700,3.50700,-2.17300,-6.78700,3.99700,-1.02000
2026-01-19T02:56:36.000Z,7.99000,-6.55600,4.07700,-1.96700,-6.55600,4.47900,-0.653000
2026-01-19T02:56:52.000Z,7.94400,-6.64900,3.74100,-2.17600,-6.64900,4.22200,-0.954000
2026-01-19T02:57:08.000Z,7.91100,-6.69200,3.85900,-1.69100,-6.69200,4.18900,-0.456000
2026-01-19T02:57:24.000Z,7.91900,-6.62400,3.95600,-1.75000,-6.62400,4.29800,-0.485000
2026-01-19T02:57:40.000Z,7.90100,-6.59600,4.08900,-1.44300,-6.59600,4.33300,-0.153000
2026-01-19T02:57:56.000Z,7.86900,-6.72600,3.69800,-1.65800,-6.72600,4.02400,-0.476000
2026-01-19T02:58:12.000Z,7.83300,-6.48500,4.15100,-1.40800,-6.48500,4.38200,-0.102000
2026-01-19T02:58:28.000Z,7.81700,-6.35500,4.28500,-1.44900,-6.35500,4.52200,-0.103000
2026-01-19T02:58:44.000Z,7.80500,-6.57100,3.84500,-1.33700,-6.57100,4.06900,-0.128000
2026-01-19T02:59:00.000Z,7.80000,-6.84800,3.26800,-1.79100,-6.84800,3.65400,-0.734000
2026-01-19T02:59:16.000Z,7.81700,-6.87300,3.25800,-1.79500,-6.87300,3.64500,-0.742000
2026-01-19T02:59:32.000Z,7.87200,-6.95800,3.13600,-1.91300,-6.95800,3.56400,-0.891000
2026-01-19T02:59:48.000Z,7.81900,-6.89900,3.04100,-2.06000,-6.89900,3.51700,-1.06100
2026-01-19T03:00:04.000Z,7.73600,-6.87100,2.85600,-2.11200,-6.87100,3.35500,-1.16600
2026-01-19T03:00:20.000Z,7.78100,-7.08000,2.36000,-2.17900,-7.08000,2.90200,-1.37700
2026-01-19T03:00:36.000Z,7.83100,-7.26200,1.28800,-2.60700,-7.26200,2.00500,-2.10600
2026-01-19T03:00:52.000Z,7.82700,-7.18400,1.56200,-2.67900,-7.18400,2.28700,-2.09300
2026-01-19T03:01:08.000Z,7.81600,-7.14200,1.49800,-2.78300,-7.14200,2.25800,-2.21200
2026-01-19T03:01:24.000Z,7.79000,-7.05400,1.65300,-2.84800,-7.05400,2.42500,-2.22900
2026-01-19T03:01:40.000Z,7.75000,-7.07000,1.68700,-2.68700,-7.07000,2.40800,-2.06500
2026-01-19T03:01:56.000Z,7.77600,-7.04300,2.05400,-2.57000,-7.04300,2.72400,-1.84500
2026-01-19T03:02:12.000Z,7.74900,-6.90400,1.81400,-2.99100,-6.90400,2.61900,-2.31800
2026-01-19T03:02:28.000Z,7.86300,-6.95200,2.24900,-2.89900,-6.95200,3.00700,-2.10200
2026-01-19T03:02:44.000Z,7.82000,-6.86200,2.35400,-2.91100,-6.86200,3.11100,-2.08300
2026-01-19T03:03:00.000Z,7.85600,-6.91800,2.18900,-3.00300,-6.91800,2.98000,-2.22100
2026-01-19T03:03:16.000Z,7.83600,-6.83100,2.47700,-2.92000,-6.83100,3.23000,-2.05700
2026-01-19T03:03:32.000Z,7.84800,-6.92400,2.40200,-2.80400,-6.92400,3.12300,-1.96900
2026-01-19T03:03:48.000Z,7.83200,-6.88700,2.26100,-2.96000,-6.88700,3.03500,-2.16000
2026-01-19T03:04:04.000Z,7.84900,-7.01400,1.93400,-2.93700,-7.01400,2.71500,-2.23500
2026-01-19T03:04:20.000Z,7.78400,-7.04300,1.63500,-2.87800,-7.04300,2.41100,-2.26700
2026-01-19T03:04:36.000Z,7.88200,-7.09400,1.28400,-3.16700,-7.09400,2.16100,-2.64800
2026-01-19T03:04:52.000Z,7.85500,-7.10900,1.20200,-3.11000,-7.10900,2.06600,-2.61700
2026-01-19T03:05:08.000Z,7.83500,-7.14400,1.19000,-2.97000,-7.14400,2.01300,-2.48800
2026-01-19T03:05:24.000Z,7.78000,-7.13800,0.546000,-3.03200,-7.13800,1.41500,-2.73700
2026-01-19T03:05:40.000Z,7.80100,-6.83700,2.09200,-3.09100,-6.83700,2.90900,-2.33800
2026-01-19T03:05:56.000Z,7.79400,-6.73600,2.50800,-3.01000,-6.73600,3.28300,-2.13900
2026-01-19T03:06:12.000Z,7.84800,-6.76000,2.52700,-3.08100,-6.76000,3.32100,-2.20200
2026-01-19T03:06:28.000Z,7.84800,-6.72900,2.52500,-3.15100,-6.72900,3.33900,-2.27100
2026-01-19T03:06:44.000Z,7.82800,-6.70700,2.61400,-3.07400,-6.70700,3.40100,-2.17100
2026-01-19T03:07:00.000Z,7.75800,-6.63300,2.62900,-3.04100,-6.63300,3.40500,-2.13600
2026-01-19T03:07:16.000Z,7.81100,-6.75300,2.26900,-3.19300,-6.75300,3.10600,-2.38700
2026-01-19T03:07:32.000Z,7.77300,-6.67200,2.32400,-3.23800,-6.67200,3.17100,-2.41500
2026-01-19T03:07:48.000Z,7.75000,-6.56200,2.42200,-3.33500,-6.56200,3.29300,-2.47900
2026-01-19T03:08:04.000Z,7.77400,-6.71000,2.28500,-3.18700,-6.71000,3.11800,-2.37800
2026-01-19T03:08:20.000Z,7.76600,-6.69800,2.45200,-3.06200,-6.69800,3.24100,-2.21100
2026-01-19T03:08:36.000Z,7.85500,-6.69000,2.44100,-3.31400,-6.69000,3.30300,-2.45600
2026-01-19T03:08:52.000Z,7.92700,-6.79500,2.46700,-3.25300,-6.79500,3.30900,-2.39000
2026-01-19T03:09:08.000Z,7.88900,-6.86000,2.56200,-2.93300,-6.86000,3.30700,-2.05600
2026-01-19T03:09:24.000Z,7.87300,-6.93300,2.34500,-2.89700,-6.93300,3.08900,-2.08600
2026-01-19T03:09:40.000Z,7.85800,-6.78800,2.43300,-3.12100,-6.78800,3.23700,-2.27600
2026-01-19T03:09:56.000Z,7.80700,-6.65200,2.54900,-3.19000,-6.65200,3.36800,-2.30800
2026-01-19T03:10:12.000Z,7.80600,-6.59600,2.55000,-3.30300,-6.59600,3.40200,-2.41600
2026-01-19T03:10:28.000Z,7.80300,-6.86600,2.24800,-2.93100,-6.86600,3.00400,-2.14900
2026-01-19T03:10:44.000Z,7.75800,-6.83300,2.22300,-2.91700,-6.83300,2.97600,-2.14400
2026-01-19T03:11:00.000Z,7.70500,-6.81600,2.15500,-2.86900,-6.81600,2.89600,-2.11800
2026-01-19T03:11:16.000Z,7.65000,-6.71200,2.32300,-2.83800,-6.71200,3.04700,-2.04100
2026-01-19T03:11:32.000Z,7.77800,-6.92100,2.18200,-2.79200,-6.92100,2.89900,-2.03800
2026-01-19T03:11:48.000Z,7.76300,-6.85300,2.19400,-2.90600,-6.85300,2.94300,-2.14400
2026-01-19T03:12:04.000Z,7.72000,-6.84600,2.29900,-2.72200,-6.84600,2.99000,-1.93700
2026-01-19T03:12:20.000Z,7.69900,-6.81300,2.33800,-2.71100,-6.81300,3.02400,-1.91600
2026-01-19T03:12:36.000Z,7.75300,-6.90800,2.20700,-2.73600,-6.90800,2.90500,-1.97900
2026-01-19T03:12:52.000Z,7.84500,-6.93300,2.33000,-2.83000,-6.93300,3.05000,-2.03400
2026-01-19T03:13:08.000Z,7.87000,-6.88500,2.52700,-2.84800,-6.88500,3.24300,-1.99500
2026-01-19T03:13:24.000Z,7.80700,-6.90000,2.42800,-2.72100,-6.90000,3.11100,-1.90300
2026-01-19T03:13:40.000Z,7.73100,-6.74400,2.42200,-2.89300,-6.74400,3.15500,-2.06900
2026-01-19T03:13:56.000Z,7.78000,-6.86500,2.39800,-2.76000,-6.86500,3.09400,-1.95000
2026-01-19T03:14:12.000Z,7.73400,-6.57800,2.52500,-3.18200,-6.57800,3.33600,-2.31800
2026-01-19T03:14:28.000Z,7.80500,-6.69200,2.59500,-3.04900,-6.69200,3.36400,-2.17100
2026-01-19T03:14:44.000Z,7.74200,-6.57900,2.58600,-3.15000,-6.57900,3.38400,-2.27100
2026-01-19T03:15:00.000Z,7.84400,-6.64800,2.61900,-3.23000,-6.64800,3.43900,-2.33800
2026-01-19T03:15:16.000Z,7.81200,-6.48600,2.60000,-3.48300,-6.48600,3.49400,-2.58600
2026-01-19T03:15:32.000Z,7.83700,-6.71100,2.59200,-3.10600,-6.71100,3.37700,-2.22800
2026-01-19T03:15:48.000Z,7.87400,-6.47200,2.66600,-3.60100,-6.47200,3.58900,-2.68200
2026-01-19T03:16:04.000Z,7.89500,-6.63500,2.65900,-3.33800,-6.63500,3.50600,-2.43200
2026-01-19T03:16:20.000Z,7.87200,-6.67700,2.78600,-3.09700,-6.67700,3.55800,-2.16600
2026-01-19T03:16:36.000Z,7.85300,-6.78600,2.79900,-2.77500,-6.78600,3.47800,-1.85400
2026-01-19T03:16:52.000Z,7.91700,-7.34000,2.37300,-1.73700,-7.34000,2.77100,-0.983000
2026-01-19T03:17:08.000Z,7.75300,-7.05000,2.46900,-2.03800,-7.05000,2.94900,-1.24500
2026-01-19T03:17:24.000Z,7.82000,-7.03400,2.80500,-1.94100,-7.03400,3.24400,-1.05500
2026-01-19T03:17:40.000Z,7.88700,-7.18700,2.60100,-1.94200,-7.18700,3.04800,-1.11500
2026-01-19T03:17:56.000Z,7.88600,-6.96700,2.78900,-2.36200,-6.96700,3.34800,-1.46400
2026-01-19T03:18:12.000Z,7.85900,-6.83100,2.91500,-2.49200,-6.83100,3.50700,-1.55400
2026-01-19T03:18:28.000Z,7.75300,-6.95300,2.91000,-1.80900,-6.95300,3.30600,-0.901000
2026-01-19T03:18:44.000Z,7.83400,-7.07800,2.90000,-1.68400,-7.07800,3.26000,-0.785000
2026-01-19T03:19:00.000Z,7.90200,-7.21400,2.92900,-1.25400,-7.21400,3.16500,-0.365000
2026-01-19T03:19:16.000Z,7.88100,-7.32700,2.83200,-0.616000,-7.32700,2.89000,0.218000
2026-01-19T03:19:32.000Z,7.88900,-7.30600,2.87100,-0.782000,-7.30600,2.97500,0.0690000
2026-01-19T03:19:48.000Z,7.85100,-7.27800,2.79900,-0.890000,-7.27800,2.93600,-0.0550000
2026-01-19T03:20:04.000Z,7.84300,-7.30800,2.76800,-0.635000,-7.30800,2.83400,0.180000
2026-01-19T03:20:20.000Z,7.88000,-7.33300,2.76600,-0.751000,-7.33300,2.86600,0.0680000
2026-01-19T03:20:36.000Z,7.89200,-7.43400,2.62400,-0.273000,-7.43400,2.59300,0.485000
2026-01-19T03:20:52.000Z,7.94200,-7.54400,2.45000,0.184000,-7.54400,2.29600,0.873000
2026-01-19T03:21:08.000Z,7.87300,-7.46700,2.22900,-1.10900,-7.46700,2.45200,-0.430000
2026-01-19T03:21:24.000Z,7.91200,-7.45000,2.25600,-1.40900,-7.45000,2.56300,-0.711000
2026-01-19T03:21:40.000Z,7.98400,-7.42900,2.22000,-1.88800,-7.42900,2.66400,-1.18000
2026-01-19T03:21:56.000Z,7.93800,-7.11700,2.43200,-2.50300,-7.11700,3.04200,-1.71000
2026-01-19T03:22:12.000Z,7.88500,-7.10900,2.32400,-2.45200,-7.10900,2.92400,-1.69300
2026-01-19T03:22:28.000Z,7.85800,-7.34900,2.09100,-1.82100,-7.34900,2.52100,-1.15500
2026-01-19T03:22:44.000Z,7.87200,-7.38000,2.26100,-1.53700,-7.38000,2.60400,-0.834000
2026-01-19T03:23:00.000Z,7.84800,-7.38800,2.16500,-1.51900,-7.38800,2.50600,-0.845000
2026-01-19T03:23:16.000Z,7.92300,-7.47300,2.31000,-1.25500,-7.47300,2.57100,-0.551000
2026-01-19T03:23:32.000Z,7.94800,-7.46000,2.41500,-1.29500,-7.46000,2.68300,-0.560000
2026-01-19T03:23:48.000Z,7.93900,-7.26400,2.61500,-1.83600,-7.26400,3.02700,-1.02300
2026-01-19T03:24:04.000Z,7.89300,-7.23500,2.64700,-1.69900,-7.23500,3.01900,-0.883000
2026-01-19T03:24:20.000Z,7.90800,-7.38500,2.52000,-1.27500,-7.38500,2.77700,-0.513000
2026-01-19T03:24:36.000Z,7.91100,-7.25900,2.59000,-1.77100,-7.25900,2.98400,-0.970000
2026-01-19T03:24:52.000Z,7.91400,-7.21400,2.62000,-1.85800,-7.21400,3.03700,-1.04500
2026-01-19T03:25:08.000Z,7.95900,-6.81900,2.87200,-2.92600,-6.81900,3.58000,-2.00000
2026-01-19T03:25:24.000Z,8.03400,-6.91700,2.78100,-2.96900,-6.91700,3.50400,-2.06600
2026-01-19T03:25:40.000Z,8.01000,-6.80600,3.39100,-2.50300,-6.80600,3.95800,-1.44900
2026-01-19T03:25:56.000Z,7.94300,-7.08000,2.98000,-2.01200,-7.08000,3.42500,-1.09400
2026-01-19T03:26:12.000Z,7.88200,-7.26400,2.49100,-1.77400,-7.26400,2.88900,-1.00300
2026-01-19T03:26:28.000Z,7.89800,-7.37500,2.29900,-1.63200,-7.37500,2.66500,-0.921000
2026-01-19T03:26:44.000Z,7.91600,-7.34100,2.38400,-1.74900,-7.34100,2.77900,-1.01000
2026-01-19T03:27:00.000Z,7.96500,-7.09300,2.31000,-2.74300,-7.09300,2.98600,-1.98600
2026-01-19T03:27:16.000Z,7.96400,-7.02700,2.01500,-3.15100,-7.02700,2.81700,-2.46000
2026-01-19T03:27:32.000Z,7.94200,-7.05400,1.94500,-3.06800,-7.05400,2.72600,-2.40100
2026-01-19T03:27:48.000Z,7.91800,-7.42300,2.65000,0.250000,-7.42300,2.47400,0.981000
2026-01-19T03:28:04.000Z,7.91700,-7.50700,2.51000,0.00900000,-7.50700,2.40800,0.710000
2026-01-19T03:28:20.000Z,7.95100,-7.57400,2.38600,-0.378000,-7.57400,2.39700,0.304000
2026-01-19T03:28:36.000Z,7.83900,-7.47500,2.26900,-0.641000,-7.47500,2.35800,0.0180000
2026-01-19T03:28:52.000Z,7.77100,-7.36900,2.29800,-0.862000,-7.36900,2.44700,-0.187000
2026-01-19T03:29:08.000Z,7.79600,-7.38200,2.18400,-1.20700,-7.38200,2.43400,-0.550000
2026-01-19T03:29:24.000Z,7.78200,-7.38800,2.31000,-0.789000,-7.38800,2.43800,-0.114000
2026-01-19T03:29:40.000Z,7.86800,-7.51100,2.21200,-0.759000,-7.51100,2.33500,-0.113000
2026-01-19T03:29:56.000Z,7.75300,-7.39800,2.19400,-0.704000,-7.39800,2.30300,-0.0660000
2026-01-19T03:30:12.000Z,7.74600,-7.35300,2.35300,-0.596000,-7.35300,2.42600,0.0820000
2026-01-19T03:30:28.000Z,7.68300,-7.26500,2.41100,-0.601000,-7.26500,2.48300,0.0930000
2026-01-19T03:30:44.000Z,7.75400,-7.35000,2.31400,-0.816000,-7.35000,2.44900,-0.142000
2026-01-19T03:31:00.000Z,7.76700,-7.33500,2.14900,-1.37400,-7.33500,2.44500,-0.724000
2026-01-19T03:31:16.000Z,7.79200,-7.38700,2.30900,-0.895000,-7.38700,2.46600,-0.219000
2026-01-19T03:31:32.000Z,7.78500,-7.40400,2.31400,-0.649000,-7.40400,2.40400,0.0180000
2026-01-19T03:31:48.000Z,7.80400,-7.42000,2.33700,-0.606000,-7.42000,2.41300,0.0650000
2026-01-19T03:32:04.000Z,7.71500,-7.41700,2.09100,-0.332000,-7.41700,2.10100,0.259000
2026-01-19T03:32:20.000Z,7.65900,-7.40200,1.96500,0.0120000,-7.40200,1.88500,0.555000
2026-01-19T03:32:36.000Z,7.62500,-7.40700,1.77100,0.294000,-7.40700,1.62000,0.772000
2026-01-19T03:32:52.000Z,7.61700,-7.40800,1.74200,0.218000,-7.40800,1.61400,0.690000
2026-01-19T03:33:08.000Z,7.66300,-7.48100,1.58600,0.466000,-7.48100,1.39600,0.885000
2026-01-19T03:33:24.000Z,7.61900,-7.44900,1.48800,0.558000,-7.44900,1.27600,0.947000
2026-01-19T03:33:40.000Z,7.59500,-7.48000,1.29100,0.0430000,-7.48000,1.22900,0.397000
2026-01-19T03:33:56.000Z,7.58600,-7.47700,1.26000,-0.157000,-7.47700,1.25400,0.196000
2026-01-19T03:34:12.000Z,7.52500,-7.42700,1.19300,0.150000,-7.42700,1.10600,0.473000
2026-01-19T03:34:28.000Z,7.55400,-7.41700,1.25500,0.670000,-7.41700,1.02200,0.990000
2026-01-19T03:34:44.000Z,7.65100,-7.51300,1.14700,0.873000,-7.51300,0.863000,1.15500
2026-01-19T03:35:00.000Z,7.64000,-7.51000,0.980000,1.00200,-7.51000,0.667000,1.23200
2026-01-19T03:35:16.000Z,7.52900,-7.39800,1.02300,0.943000,-7.39800,0.724000,1.18800
2026-01-19T03:35:32.000Z,7.48600,-7.41200,0.870000,0.544000,-7.41200,0.688000,0.762000
2026-01-19T03:35:48.000Z,7.53200,-7.46100,0.897000,0.493000,-7.46100,0.728000,0.720000
2026-01-19T03:36:04.000Z,7.56000,-7.42700,1.13700,0.802000,-7.42700,0.873000,1.08300
2026-01-19T03:36:20.000Z,7.63500,-7.40200,1.33100,1.30700,-7.40200,0.922000,1.62100
2026-01-19T03:36:36.000Z,7.65600,-7.46600,1.54600,0.652000,-7.46600,1.30900,1.05000
2026-01-19T03:36:52.000Z,7.60100,-7.42000,1.51200,0.634000,-7.42000,1.28100,1.02300
2026-01-19T03:37:08.000Z,7.56100,-7.35300,1.47200,0.952000,-7.35300,1.15600,1.31800
2026-01-19T03:37:24.000Z,7.57200,-7.37100,1.27700,1.16800,-7.37100,0.909000,1.47200
2026-01-19T03:37:40.000Z,7.56700,-7.36000,1.37100,1.09300,-7.36000,1.02100,1.42500
2026-01-19T03:37:56.000Z,7.52200,-7.26400,1.42000,1.33800,-7.26400,1.00100,1.67500
2026-01-19T03:38:12.000Z,7.59700,-7.38300,1.43700,1.05100,-7.38300,1.09600,1.40300
2026-01-19T03:38:28.000Z,7.50700,-7.26100,1.57300,1.07600,-7.26100,1.22100,1.46400
2026-01-19T03:38:44.000Z,7.57100,-7.41800,1.45000,0.404000,-7.41800,1.28500,0.783000
2026-01-19T03:39:00.000Z,7.53500,-7.35200,1.44300,0.764000,-7.35200,1.18100,1.12800
2026-01-19T03:39:16.000Z,7.48800,-7.31500,1.28900,0.922000,-7.31500,0.990000,1.23800
2026-01-19T03:39:32.000Z,7.55700,-7.37900,1.28900,0.999000,-7.37900,0.969000,1.31100
2026-01-19T03:39:48.000Z,7.56900,-7.38400,1.38600,0.894000,-7.38400,1.09200,1.23700
2026-01-19T03:40:04.000Z,7.64500,-7.41200,1.81600,0.450000,-7.41200,1.62600,0.926000
2026-01-19T03:40:20.000Z,7.58400,-7.39800,1.63500,0.324000,-7.39800,1.48600,0.755000
2026-01-19T03:40:36.000Z,7.58000,-7.41800,1.49300,0.399000,-7.41800,1.32900,0.788000
2026-01-19T03:40:52.000Z,7.65200,-7.54100,1.16900,0.560000,-7.54100,0.973000,0.855000
2026-01-19T03:41:08.000Z,7.63200,-7.49900,1.28700,0.584000,-7.49900,1.08100,0.911000
2026-01-19T03:41:24.000Z,7.61600,-7.48400,1.33900,0.442000,-7.48400,1.17000,0.787000
2026-01-19T03:41:40.000Z,7.61100,-7.40800,1.70500,0.331000,-7.40800,1.55200,0.780000
2026-01-19T03:41:56.000Z,7.59400,-7.22200,2.29200,0.152000,-7.22200,2.16600,0.764000
2026-01-19T03:42:12.000Z,7.58500,-7.24000,2.26000,0.0900000,-7.24000,2.15200,0.696000
2026-01-19T03:42:28.000Z,7.52400,-7.24000,2.02800,0.227000,-7.24000,1.89200,0.765000
2026-01-19T03:42:44.000Z,7.56700,-7.32500,1.86200,0.303000,-7.32500,1.71100,0.793000
2026-01-19T03:43:00.000Z,7.49700,-7.18900,2.12100,-0.0830000,-7.18900,2.06500,0.491000
2026-01-19T03:43:16.000Z,7.57300,-7.23000,2.24100,-0.226000,-7.23000,2.21900,0.385000
2026-01-19T03:43:32.000Z,7.59100,-7.22200,2.31100,-0.320000,-7.22200,2.31200,0.312000
2026-01-19T03:43:48.000Z,7.50900,-7.22400,2.03000,0.238000,-7.22400,1.89200,0.774000
2026-01-19T03:44:04.000Z,7.53000,-7.22600,2.04400,0.540000,-7.22600,1.82400,1.06800
2026-01-19T03:44:20.000Z,7.57100,-7.23500,2.00800,-0.441000,-7.23500,2.05300,0.114000
2026-01-19T03:44:36.000Z,7.51500,-7.12100,2.27000,-0.636000,-7.12100,2.35800,-0.00400000
2026-01-19T03:44:52.000Z,7.53600,-7.13800,2.34300,-0.575000,-7.13800,2.41200,0.0740000
2026-01-19T03:45:08.000Z,7.50600,-7.06700,2.35800,-0.893000,-7.06700,2.51100,-0.230000
2026-01-19T03:45:24.000Z,7.51500,-7.05100,2.35000,-1.06800,-7.05100,2.55000,-0.400000
2026-01-19T03:45:40.000Z,7.53200,-7.03400,2.67300,-0.271000,-7.03400,2.64800,0.453000
2026-01-19T03:45:56.000Z,7.53800,-7.00600,2.75600,-0.259000,-7.00600,2.72500,0.486000
2026-01-19T03:46:12.000Z,7.47300,-7.00100,2.56200,-0.459000,-7.00100,2.59200,0.241000
2026-01-19T03:46:28.000Z,7.49000,-7.05200,2.40300,-0.711000,-7.05200,2.50500,-0.0450000
2026-01-19T03:46:44.000Z,7.59300,-7.13100,2.45300,-0.839000,-7.13100,2.58800,-0.155000
2026-01-19T03:47:00.000Z,7.60900,-7.16200,2.41400,-0.866000,-7.16200,2.55800,-0.191000
2026-01-19T03:47:16.000Z,7.66200,-7.20000,2.42700,-0.975000,-7.20000,2.59900,-0.294000
2026-01-19T03:47:32.000Z,7.69100,-7.17100,2.56400,-1.06100,-7.17100,2.75300,-0.342000
2026-01-19T03:47:48.000Z,7.58100,-7.12400,2.35600,-1.05300,-7.12400,2.55100,-0.390000
2026-01-19T03:48:04.000Z,7.68700,-7.22200,2.50100,-0.775000,-7.22200,2.61700,-0.0840000
2026-01-19T03:48:20.000Z,7.65900,-7.10100,2.73200,-0.872000,-7.10100,2.86500,-0.116000
2026-01-19T03:48:36.000Z,7.66400,-7.19000,2.59700,-0.508000,-7.19000,2.63900,0.198000
2026-01-19T03:48:52.000Z,7.67900,-7.11200,2.68500,-1.07600,-7.11200,2.87400,-0.326000
2026-01-19T03:49:08.000Z,7.67100,-7.03300,2.93400,-0.844000,-7.03300,3.05200,-0.0370000
2026-01-19T03:49:24.000Z,7.62700,-7.08700,2.68200,-0.856000,-7.08700,2.81300,-0.116000
2026-01-19T03:49:40.000Z,7.67600,-7.05600,2.59200,-1.52100,-7.05600,2.90200,-0.782000
2026-01-19T03:49:56.000Z,7.68800,-7.00700,2.84900,-1.33800,-7.00700,3.10100,-0.538000
2026-01-19T03:50:12.000Z,7.64800,-7.19400,2.43900,-0.869000,-7.19400,2.58200,-0.195000
2026-01-19T03:50:28.000Z,7.65700,-7.18600,2.41300,-1.06300,-7.18600,2.60800,-0.389000
2026-01-19T03:50:44.000Z,7.67900,-7.22800,2.37700,-1.03200,-7.22800,2.56500,-0.369000
2026-01-19T03:51:00.000Z,7.56200,-7.21500,2.16800,-0.634000,-7.21500,2.25900,-0.0410000
2026-01-19T03:51:16.000Z,7.66500,-7.30700,2.17700,-0.772000,-7.30700,2.30400,-0.172000
2026-01-19T03:51:32.000Z,7.66300,-7.25200,2.24800,-1.02100,-7.25200,2.43700,-0.393000
2026-01-19T03:51:48.000Z,7.65400,-7.24300,2.32600,-0.826000,-7.24300,2.46100,-0.185000
2026-01-19T03:52:04.000Z,7.54500,-7.17100,2.26400,-0.597000,-7.17100,2.34100,0.0180000
2026-01-19T03:52:20.000Z,7.43000,-7.02400,2.28700,-0.789000,-7.02400,2.41400,-0.161000
2026-01-19T03:52:36.000Z,7.59000,-7.14700,2.39600,-0.877000,-7.14700,2.54300,-0.218000
2026-01-19T03:52:52.000Z,7.58000,-6.91800,2.66300,-1.54700,-6.91800,2.97600,-0.795000
2026-01-19T03:53:08.000Z,7.60200,-6.74300,2.80600,-2.10500,-6.74300,3.25900,-1.29700
2026-01-19T03:53:24.000Z,7.63500,-6.72200,2.89900,-2.14900,-6.72200,3.36000,-1.31500
2026-01-19T03:53:40.000Z,7.49500,-6.79100,2.73500,-1.58500,-6.79100,3.05400,-0.815000
