data,timeEpochUTC_sec,rate_Hz,pressao_mbar,rate_corrigido_Hz
2026-01-15 04:15:00,1768450500.0,1919.6967,946.3263,1922.6943
2026-01-15 04:45:00,1768452300.0,1926.9983,946.0051,1928.8991
2026-01-15 05:15:00,1768454100.0,1928.6417,945.8910,1930.1503
2026-01-15 05:45:00,1768455900.0,1928.5900,945.9395,1930.2661
2026-01-15 06:15:00,1768457700.0,1925.8917,946.1381,1928.2498
2026-01-15 06:45:00,1768459500.0,1930.8433,946.3580,1933.9678
2026-01-15 07:15:00,1768461300.0,1927.0817,946.6399,1931.1731
2026-01-15 07:45:00,1768463100.0,1927.5633,946.8745,1932.4662
2026-01-15 08:15:00,1768464900.0,1928.6450,947.1488,1934.4992
2026-01-15 08:45:00,1768466700.0,1925.3683,947.5408,1932.5668
2026-01-15 09:15:00,1768468500.0,1920.6233,947.9163,1929.0986
2026-01-15 09:45:00,1768470300.0,1920.5000,948.2149,1930.0051
2026-01-15 10:15:00,1768472100.0,1914.9250,948.4446,1925.1928
2026-01-15 10:45:00,1768473900.0,1910.9983,948.7275,1922.2172
2026-01-15 11:15:00,1768475700.0,1916.3483,948.8865,1928.1466
2026-01-15 11:45:00,1768477500.0,1910.5833,948.9256,1922.4806
2026-01-15 12:15:00,1768479300.0,1911.4767,949.0042,1923.6497
2026-01-15 12:45:00,1768481100.0,1914.9017,949.0540,1927.2681
2026-01-15 13:15:00,1768482900.0,1912.6383,949.1226,1925.2263
2026-01-15 13:45:00,1768484700.0,1912.6700,949.0199,1924.9047
2026-01-15 14:15:00,1768486500.0,1913.8450,948.7886,1925.2907
2026-01-15 14:45:00,1768488300.0,1920.4767,948.4939,1930.9444
2026-01-15 15:15:00,1768490100.0,1926.5917,948.0108,1935.4202
2026-01-15 15:45:00,1768491900.0,1926.9633,947.4150,1933.7328
2026-01-15 16:15:00,1768493700.0,1923.3983,946.9763,1928.6417
2026-01-15 16:45:00,1768495500.0,1921.3417,946.4508,1924.7702
2026-01-15 17:15:00,1768497300.0,1928.4033,946.2792,1931.2518
2026-01-15 17:45:00,1768499100.0,1932.0067,945.7418,1933.0021
2026-01-15 18:15:00,1768500900.0,1930.6133,945.6078,1931.1452
2026-01-15 18:45:00,1768502700.0,1926.5733,945.4107,1926.4252
2026-01-15 19:15:00,1768504500.0,1923.0000,945.3607,1922.6803
2026-01-15 19:45:00,1768506300.0,1919.5383,945.7049,1920.4006
2026-01-15 20:15:00,1768508100.0,1909.9900,946.0721,1912.1030
2026-01-15 20:45:00,1768509900.0,1909.5383,946.3733,1912.6807
2026-01-15 21:15:00,1768511700.0,1914.8233,947.6655,1922.4108
2026-01-15 21:45:00,1768513500.0,1904.2317,947.7297,1911.9966
2026-01-15 22:15:00,1768515300.0,1908.4567,947.8575,1916.6768
2026-01-15 22:45:00,1768517100.0,1903.0000,947.9820,1911.6221
2026-01-15 23:15:00,1768518900.0,1900.9217,948.6106,1911.6818
2026-01-15 23:45:00,1768520700.0,1902.1600,949.4248,1915.7139
2026-01-16 00:15:00,1768522500.0,1904.9900,949.7540,1919.6937
2026-01-16 00:45:00,1768524300.0,1902.3750,950.2480,1918.7524
2026-01-16 01:15:00,1768526100.0,1894.1583,950.2662,1910.5271
2026-01-16 01:45:00,1768527900.0,1877.8675,949.9208,1892.9264
2026-01-16 02:15:00,1768529700.0,1859.8850,949.3936,1873.0331
2026-01-16 02:45:00,1768531500.0,1869.8000,949.0298,1881.7937
2026-01-16 03:15:00,1768533300.0,1869.2300,948.9460,1880.9382
2026-01-16 04:45:00,1768538700.0,1893.3000,947.8415,1901.4004
2026-01-16 05:15:00,1768540500.0,1891.8533,947.5734,1899.0372
2026-01-16 05:45:00,1768542300.0,1900.9350,947.4538,1907.7452
2026-01-16 06:15:00,1768544100.0,1907.1333,947.3500,1913.6107
2026-01-16 06:45:00,1768545900.0,1909.1900,947.2218,1915.2351
2026-01-16 07:15:00,1768547700.0,1907.3517,947.4562,1914.1931
2026-01-16 07:45:00,1768549500.0,1905.1267,947.5590,1912.3115
2026-01-16 08:15:00,1768551300.0,1899.9783,947.4136,1906.6482
2026-01-16 08:45:00,1768553100.0,1902.0900,947.4093,1908.7523
2026-01-16 09:15:00,1768554900.0,1899.8067,947.5438,1906.9198
2026-01-16 09:45:00,1768556700.0,1891.5600,947.7811,1899.4477
2026-01-16 18:15:00,1768587300.0,1944.6650,945.1226,1943.5140
2026-01-16 18:45:00,1768589100.0,1934.6900,945.5312,1934.9581
2026-01-16 19:15:00,1768590900.0,1926.8983,945.7417,1927.8910
2026-01-16 19:45:00,1768592700.0,1912.9333,945.8803,1914.3931
2026-01-16 20:15:00,1768594500.0,1931.2733,946.0252,1933.2480
2026-01-16 20:45:00,1768596300.0,1928.1700,945.9407,1929.8498
2026-01-16 21:15:00,1768598100.0,1923.3550,946.0802,1925.5106
2026-01-16 21:45:00,1768599900.0,1915.3150,946.5240,1918.9838
2026-01-16 22:15:00,1768601700.0,1917.9367,946.5526,1921.7090
2026-01-16 22:45:00,1768603500.0,1907.5950,946.5082,1911.1949
2026-01-16 23:15:00,1768605300.0,1899.9917,946.6830,1904.1723
2026-01-16 23:45:00,1768607100.0,1905.0683,946.9995,1910.3411
2026-01-17 00:15:00,1768608900.0,1910.7217,947.1033,1916.3654
2026-01-17 00:45:00,1768610700.0,1892.9850,947.3317,1899.3521
2026-01-17 01:15:00,1768612500.0,1889.5050,947.3293,1895.8521
2026-01-17 01:45:00,1768614300.0,1912.9033,947.2725,1919.1341
2026-01-17 02:15:00,1768616100.0,1916.2050,947.1755,1922.1133
2026-01-17 02:45:00,1768617900.0,1915.9817,946.8043,1920.6140
2026-01-17 03:15:00,1768619700.0,1915.2000,946.2885,1918.0609
2026-01-17 03:45:00,1768621500.0,1911.3483,945.8781,1912.7992
2026-01-17 04:15:00,1768623300.0,1917.3917,945.3664,1917.0926
2026-01-17 04:45:00,1768625100.0,1916.5883,945.2338,1915.8348
2026-01-17 05:15:00,1768626900.0,1919.7983,945.1022,1918.5923
2026-01-17 05:45:00,1768628700.0,1923.2467,944.9071,1921.3680
2026-01-17 06:15:00,1768630500.0,1919.9517,944.8986,1918.0471
2026-01-17 06:45:00,1768632300.0,1919.2633,944.9956,1917.6921
2026-01-17 07:15:00,1768634100.0,1921.5567,945.0752,1920.2567
2026-01-17 07:45:00,1768635900.0,1918.5300,945.2863,1917.9560
2026-01-17 08:15:00,1768637700.0,1920.2317,945.4635,1920.2655
2026-01-17 08:45:00,1768639500.0,1901.2050,945.6303,1901.8053
2026-01-17 09:15:00,1768641300.0,1895.2283,945.8864,1896.6953
2026-01-17 09:45:00,1768643100.0,1885.4033,946.1119,1887.6234
2026-01-17 10:15:00,1768644900.0,1892.2667,946.3480,1895.2949
2026-01-17 10:45:00,1768646700.0,1890.9780,946.3342,1893.9574
2026-01-17 11:15:00,1768648500.0,1903.4267,946.4529,1906.8303
2026-01-17 11:45:00,1768650300.0,1910.8183,946.4119,1914.0947
2026-01-17 12:15:00,1768652100.0,1892.2517,946.4373,1895.5825
2026-01-17 12:45:00,1768653900.0,1878.9083,946.2730,1881.6627
2026-01-17 13:15:00,1768655700.0,1895.5033,946.0701,1897.5936
2026-01-17 13:45:00,1768657500.0,1898.3800,945.9246,1899.9790
2026-01-17 14:15:00,1768659300.0,1896.6575,945.6203,1897.2226
2026-01-17 14:45:00,1768661100.0,1906.3833,945.2004,1905.5203
2026-01-17 15:15:00,1768662900.0,1909.1017,944.8304,1906.9755
2026-01-17 15:45:00,1768664700.0,1900.4550,944.3343,1896.6552
2026-01-17 16:15:00,1768666500.0,1923.5317,943.9598,1918.4009
2026-01-17 16:45:00,1768668300.0,1923.6600,943.4299,1916.7118
2026-01-17 17:15:00,1768670100.0,1920.5317,942.8745,1911.6955
2026-01-17 17:45:00,1768671900.0,1927.4200,942.3486,1916.7491
2026-01-17 18:15:00,1768673700.0,1921.9875,941.8572,1909.6678
2026-01-17 18:45:00,1768675500.0,1927.6467,941.4165,1913.7823
2026-01-17 19:15:00,1768677300.0,1924.6183,941.0972,1909.6852
2026-01-17 19:45:00,1768679100.0,1927.1733,941.0000,1911.8879
2026-01-17 20:15:00,1768680900.0,1925.7700,940.9882,1910.4555
2026-01-17 20:45:00,1768682700.0,1932.0683,941.3356,1917.8946
2026-01-17 21:15:00,1768684500.0,1930.2533,941.7057,1917.3614
2026-01-17 21:45:00,1768686300.0,1927.6217,941.9892,1915.7180
2026-01-17 22:15:00,1768688100.0,1927.2167,941.9997,1915.3517
2026-01-17 22:45:00,1768689900.0,1933.2850,942.2900,1922.3801
2026-01-17 23:15:00,1768691700.0,1927.9450,943.1893,1920.1550
2026-01-17 23:45:00,1768693500.0,1923.6650,943.2588,1916.1305
2026-01-18 00:15:00,1768695300.0,1925.1700,943.2995,1917.7694
2026-01-18 00:45:00,1768697100.0,1919.3567,944.1573,1914.9131
2026-01-18 01:15:00,1768698900.0,1917.0433,944.6631,1914.3353
2026-01-18 01:45:00,1768700700.0,1915.7483,944.9193,1913.9188
2026-01-18 02:15:00,1768702500.0,1915.9933,945.1934,1915.1019
2026-01-18 02:45:00,1768704300.0,1915.6467,944.7624,1913.2805
2026-01-18 03:15:00,1768706100.0,1918.7650,944.2351,1914.5889
2026-01-18 03:45:00,1768707900.0,1922.1150,943.5536,1915.5961
2026-01-18 04:15:00,1768709700.0,1925.8567,942.8847,1917.0310
2026-01-18 04:45:00,1768711500.0,1930.2250,942.4275,1919.8094
2026-01-18 05:15:00,1768713300.0,1928.8983,942.2276,1917.8044
2026-01-18 05:45:00,1768715100.0,1927.4417,942.4843,1917.2358
2026-01-18 06:15:00,1768716900.0,1923.0367,942.7502,1913.7636
2026-01-18 06:45:00,1768718700.0,1925.3617,942.9175,1916.6508
2026-01-18 07:15:00,1768720500.0,1922.6033,942.9521,1914.0233
2026-01-18 07:45:00,1768722300.0,1921.1567,942.8949,1912.3872
2026-01-18 08:15:00,1768724100.0,1918.4733,942.8446,1909.5446
2026-01-18 08:45:00,1768725900.0,1920.9983,943.0107,1912.6258
2026-01-18 09:15:00,1768727700.0,1918.8367,943.2138,1911.1673
2026-01-18 09:45:00,1768729500.0,1914.6467,943.5287,1908.0682
2026-01-18 10:15:00,1768731300.0,1915.1417,943.6765,1909.0658
2026-01-18 10:45:00,1768733100.0,1910.4767,944.1306,1905.9627
2026-01-18 11:15:00,1768734900.0,1918.3383,944.1176,1913.7611
2026-01-18 11:45:00,1768736700.0,1916.2900,944.1347,1911.7761
2026-01-18 12:15:00,1768738500.0,1913.9550,944.3203,1910.0804
2026-01-18 12:45:00,1768740300.0,1913.9650,944.2442,1909.8306
2026-01-18 13:15:00,1768742100.0,1913.4983,944.2069,1909.2375
2026-01-18 13:45:00,1768743900.0,1914.7317,944.1349,1910.2221
2026-01-18 14:15:00,1768745700.0,1919.0933,944.0086,1914.1413
2026-01-18 14:45:00,1768747500.0,1919.3767,943.6953,1913.3519
2026-01-18 15:15:00,1768749300.0,1920.9083,943.1325,1912.9526
2026-01-18 15:45:00,1768751100.0,1921.5817,942.5020,1911.4671
2026-01-18 16:15:00,1768752900.0,1928.2150,942.0704,1916.5859
2026-01-18 16:45:00,1768754700.0,1929.1733,941.6966,1916.2575
2026-01-18 17:15:00,1768756500.0,1932.5783,941.1538,1917.7774
2026-01-18 17:45:00,1768758300.0,1931.1867,940.7552,1915.0313
2026-01-18 18:15:00,1768760100.0,1930.6967,940.3854,1913.2797
2026-01-18 18:45:00,1768761900.0,1935.6117,939.7325,1915.9125
2026-01-18 19:15:00,1768763700.0,1935.4800,939.4895,1914.9501
2026-01-18 19:45:00,1768765500.0,1937.1317,939.3595,1916.1388
2026-01-18 20:15:00,1768767300.0,1935.4000,939.4280,1914.6605
2026-01-18 20:45:00,1768769100.0,1938.8967,939.4220,1918.0992
2026-01-18 21:15:00,1768770900.0,1934.5283,939.3833,1913.6453
2026-01-18 21:45:00,1768772700.0,1941.1183,939.4376,1920.3505
2026-01-18 22:15:00,1768774500.0,1937.9267,939.8698,1918.6751
2026-01-18 22:45:00,1768776300.0,1937.9533,940.0810,1919.4260
2026-01-18 23:15:00,1768778100.0,1935.9267,940.1497,1917.6543
2026-01-18 23:45:00,1768779900.0,1934.8250,940.3862,1917.3736
2026-01-19 00:15:00,1768781700.0,1933.2767,940.4152,1915.9386
2026-01-19 00:45:00,1768783500.0,1936.6500,940.9106,1920.9825
2026-01-19 01:15:00,1768785300.0,1940.7267,940.9771,1925.2552
2026-01-19 01:45:00,1768787100.0,1937.7967,940.8071,1921.7643
2026-01-19 02:15:00,1768788900.0,1934.6233,941.2819,1920.2465
2026-01-19 02:45:00,1768790700.0,1930.7717,941.6681,1917.7474
2026-01-19 03:15:00,1768792500.0,1934.3233,941.4382,1920.4855
2026-01-19 03:45:00,1768794300.0,1935.1467,941.5444,1921.6677
2026-01-19 04:15:00,1768796100.0,1935.9533,941.1394,1921.0771
2026-01-19 04:45:00,1768797900.0,1935.1700,940.8750,1919.3925
2026-01-19 05:15:00,1768799700.0,1931.5883,940.8842,1915.8714
2026-01-19 05:45:00,1768801500.0,1927.9717,941.3549,1913.8940
2026-01-19 06:15:00,1768803300.0,1937.9067,940.4418,1920.6186
2026-01-19 06:45:00,1768805100.0,1938.4183,939.9993,1919.6064
2026-01-19 07:15:00,1768806900.0,1943.8233,939.9052,1924.6351
2026-01-19 07:45:00,1768808700.0,1943.6250,939.6683,1923.6237
2026-01-19 08:15:00,1768810500.0,1946.0467,939.5873,1925.7414
2026-01-19 08:45:00,1768812300.0,1943.6983,939.5255,1923.2049
2026-01-19 09:15:00,1768814100.0,1941.3000,940.2290,1923.2497
2026-01-19 09:45:00,1768815900.0,1934.9633,940.8251,1919.0160
2026-01-19 10:15:00,1768817700.0,1910.4560,941.1751,1895.8968
2026-01-19 10:45:00,1768819500.0,1904.1300,941.2321,1889.8115
2026-01-19 12:15:00,1768824900.0,1935.1040,941.5088,1921.5029
2026-01-19 12:45:00,1768826700.0,1930.4317,941.5777,1917.0998
2026-01-19 13:15:00,1768828500.0,1930.4700,941.6441,1917.3655
2026-01-19 13:45:00,1768830300.0,1926.1250,941.6800,1913.1729
2026-01-19 14:15:00,1768832100.0,1942.1167,941.5667,1928.6660
2026-01-19 14:45:00,1768833900.0,1938.8200,941.4075,1924.8443
2026-01-19 15:15:00,1768835700.0,1940.9100,941.2700,1926.4456
2026-01-19 15:45:00,1768837500.0,1953.5283,940.8396,1937.4784
2026-01-19 16:15:00,1768839300.0,1961.3950,940.4801,1944.0303
2026-01-19 16:45:00,1768841100.0,1965.4417,940.8167,1949.2138
2026-01-19 17:15:00,1768842900.0,1962.2317,940.8623,1946.1892
2026-01-19 17:45:00,1768844700.0,1963.3300,940.4799,1945.9475
2026-01-19 18:15:00,1768846500.0,1965.7667,940.6565,1948.9779
2026-01-19 18:45:00,1768848300.0,1959.3133,940.3976,1941.6808
2026-01-19 19:15:00,1768850100.0,1955.1817,940.3579,1937.4487
2026-01-19 19:45:00,1768851900.0,1950.8483,940.0635,1932.1372
2026-01-19 20:15:00,1768853700.0,1952.3700,940.2192,1934.1827
2026-01-19 20:45:00,1768855500.0,1956.9967,940.5870,1940.0418
2026-01-19 21:15:00,1768857300.0,1952.8550,940.8814,1936.9553
2026-01-19 21:45:00,1768859100.0,1928.1267,940.9434,1912.6403
2026-01-19 22:15:00,1768860900.0,1882.0950,941.1487,1867.6636
2026-01-19 22:45:00,1768862700.0,1877.1467,941.6487,1864.4195
2026-01-19 23:15:00,1768864500.0,1835.5083,942.2361,1824.9792
2026-01-19 23:45:00,1768866300.0,1806.2500,942.8753,1797.9424
2026-01-20 00:15:00,1768868100.0,1779.8883,943.2031,1772.7404
2026-01-20 00:45:00,1768869900.0,1764.6200,943.5763,1758.7067
2026-01-20 01:15:00,1768871700.0,1763.0233,943.6267,1757.2737
2026-01-20 01:45:00,1768873500.0,1768.0017,943.9901,1763.3812
2026-01-20 02:15:00,1768875300.0,1776.5267,944.2134,1772.5913
2026-01-20 02:45:00,1768877100.0,1782.6317,944.2266,1778.7249
2026-01-20 03:15:00,1768878900.0,1789.4767,944.0361,1784.9469
2026-01-20 03:45:00,1768880700.0,1802.4550,943.8548,1797.3097
2026-01-20 04:15:00,1768882500.0,1808.7867,943.6650,1803.0113
2026-01-20 04:45:00,1768884300.0,1818.7950,943.5157,1812.5038
2026-01-20 05:15:00,1768886100.0,1822.6933,943.5698,1816.5641
2026-01-20 05:45:00,1768887900.0,1831.6717,943.3062,1824.6524
2026-01-20 06:15:00,1768889700.0,1834.4383,943.4355,1827.8309
2026-01-20 06:45:00,1768891500.0,1833.9850,943.1259,1826.3678
2026-01-20 07:15:00,1768893300.0,1837.5400,943.1453,1829.9716
2026-01-20 07:45:00,1768895100.0,1833.8650,943.1782,1826.4191
2026-01-20 08:15:00,1768896900.0,1840.5667,943.3773,1833.7463
2026-01-20 08:45:00,1768898700.0,1845.7933,943.7458,1840.1656
2026-01-20 09:15:00,1768900500.0,1839.1550,944.0895,1834.6745
2026-01-20 09:45:00,1768902300.0,1838.6933,944.4617,1835.4351
2026-01-20 11:15:00,1768907700.0,1832.0050,945.2074,1831.1985
2026-01-20 11:45:00,1768909500.0,1832.2733,945.5593,1832.6194
2026-01-20 12:15:00,1768911300.0,1833.3600,945.6749,1834.0854
2026-01-20 12:45:00,1768913100.0,1836.3900,945.6420,1837.0085
2026-01-20 13:15:00,1768914900.0,1835.6950,945.8555,1837.0142
2026-01-20 13:45:00,1768916700.0,1839.2450,946.0047,1841.0580
2026-01-20 14:15:00,1768918500.0,1829.4683,946.1589,1831.7766
2026-01-20 14:45:00,1768920300.0,1821.4117,946.0404,1823.3233
2026-01-20 15:15:00,1768922100.0,1809.0750,945.6168,1809.6028
2026-01-20 15:45:00,1768923900.0,1809.1633,945.5328,1809.4193
2026-01-20 16:15:00,1768925700.0,1815.3233,945.4539,1815.3241
2026-01-20 16:45:00,1768927500.0,1824.8500,945.2907,1824.3183
2026-01-20 17:15:00,1768929300.0,1818.8083,944.9420,1817.1453
2026-01-20 17:45:00,1768931100.0,1822.0100,944.7675,1819.7760
2026-01-20 18:15:00,1768932900.0,1826.6950,944.4983,1823.5772
2026-01-20 18:45:00,1768934700.0,1835.4483,944.1390,1831.1391
2026-01-20 19:15:00,1768936500.0,1849.5700,943.9551,1844.6208
2026-01-20 19:45:00,1768938300.0,1849.5350,943.8802,1844.3391
2026-01-20 20:15:00,1768940100.0,1849.3167,943.8414,1843.9933
2026-01-20 20:45:00,1768941900.0,1826.3233,943.9102,1821.2903
2026-01-20 21:15:00,1768943700.0,1825.2133,944.1010,1820.8043
2026-01-20 21:45:00,1768945500.0,1828.8350,944.4730,1825.6310
2026-01-20 22:15:00,1768947300.0,1827.8683,944.9334,1826.1686
2026-01-20 22:45:00,1768949100.0,1828.2667,945.4025,1828.0992
2026-01-20 23:15:00,1768950900.0,1828.1750,945.7010,1828.9836
2026-01-20 23:45:00,1768952700.0,1825.1417,946.0171,1826.9810
2026-01-21 00:15:00,1768954500.0,1826.2033,946.2199,1828.7068
2026-01-21 00:45:00,1768956300.0,1826.0267,946.2527,1828.6371
2026-01-21 01:15:00,1768958100.0,1824.9100,946.5362,1828.4456
2026-01-21 01:45:00,1768959900.0,1810.8433,946.7435,1815.0242
2026-01-21 02:15:00,1768961700.0,1814.3100,946.6963,1818.3455
2026-01-21 02:45:00,1768963500.0,1820.0667,946.4087,1823.1772
2026-01-21 03:15:00,1768965300.0,1824.0583,946.2857,1826.7740
2026-01-21 03:45:00,1768967100.0,1824.1217,946.0914,1826.2027
2026-01-21 04:15:00,1768968900.0,1822.7117,945.8432,1823.9815
2026-01-21 04:45:00,1768970700.0,1830.9567,945.4834,1831.0539
2026-01-21 05:15:00,1768972500.0,1834.2967,945.1175,1833.1944
2026-01-21 05:45:00,1768974300.0,1834.9800,944.7758,1832.7574
2026-01-21 06:15:00,1768976100.0,1838.5067,944.6345,1835.8159
2026-01-21 06:45:00,1768977900.0,1844.9633,944.6084,1842.1771
2026-01-21 07:15:00,1768979700.0,1851.5983,944.5894,1848.7393
2026-01-21 07:45:00,1768981500.0,1857.3617,944.8737,1855.4367
2026-01-21 08:15:00,1768983300.0,1854.6167,945.0782,1853.3720
2026-01-21 08:45:00,1768985100.0,1855.6400,945.4769,1855.7170
2026-01-21 09:15:00,1768986900.0,1858.9900,945.7736,1860.0537
2026-01-21 09:45:00,1768988700.0,1861.9783,945.9266,1863.5534
2026-01-21 10:15:00,1768990500.0,1840.8600,946.0928,1842.9649
2026-01-21 10:45:00,1768992300.0,1852.7450,946.2529,1855.3944
2026-01-21 11:15:00,1768994100.0,1853.9150,946.4443,1857.2016
2026-01-21 11:45:00,1768995900.0,1862.3200,946.5239,1865.8869
2026-01-21 12:15:00,1768997700.0,1868.6867,946.5412,1872.3238
2026-01-21 12:45:00,1768999500.0,1864.2117,946.5134,1867.7473
2026-01-21 13:15:00,1769001300.0,1862.1400,946.5210,1865.6970
2026-01-21 13:45:00,1769003100.0,1867.9550,946.5371,1871.5769
2026-01-21 14:15:00,1769004900.0,1867.8183,946.3378,1870.7733
2026-01-21 14:45:00,1769006700.0,1871.4200,946.1012,1873.5880
2026-01-21 15:15:00,1769008500.0,1866.3283,945.8958,1867.8042
2026-01-21 15:45:00,1769010300.0,1864.3933,945.7758,1865.4674
2026-01-21 16:15:00,1769012100.0,1866.9083,945.4711,1866.9664
2026-01-21 16:45:00,1769013900.0,1866.8183,945.1398,1865.7708
2026-01-21 17:15:00,1769015700.0,1870.9317,944.9416,1869.2193
2026-01-21 17:45:00,1769017500.0,1870.2983,944.9568,1868.6373
2026-01-21 18:15:00,1769019300.0,1861.6833,944.8813,1859.7789
2026-01-21 18:45:00,1769021100.0,1867.7067,944.6816,1865.1302
2026-01-21 19:15:00,1769022900.0,1866.5567,944.6062,1863.7305
2026-01-21 19:45:00,1769024700.0,1860.1000,944.3015,1856.2721
2026-01-21 20:15:00,1769026500.0,1852.7150,944.5115,1849.5964
2026-01-21 20:45:00,1769028300.0,1859.7583,944.6701,1857.1546
2026-01-21 21:15:00,1769030100.0,1864.7300,944.7739,1862.4651
2026-01-21 21:45:00,1769031900.0,1864.2717,945.3336,1863.8715
2026-01-21 22:15:00,1769033700.0,1864.2250,945.6255,1864.7979
2026-01-21 22:45:00,1769035500.0,1862.9983,945.8727,1864.3946
2026-01-21 23:15:00,1769037300.0,1862.8400,946.1224,1865.0685
2026-01-21 23:45:00,1769039100.0,1859.8550,946.3951,1862.9880
2026-01-22 00:15:00,1769040900.0,1856.4400,946.5502,1860.0832
2026-01-22 00:45:00,1769042700.0,1857.2533,946.6253,1861.1480
2026-01-22 01:15:00,1769044500.0,1856.3267,946.6722,1860.3752
2026-01-22 01:45:00,1769046300.0,1858.3733,946.8224,1862.9266
2026-01-22 02:15:00,1769048100.0,1859.8017,946.7147,1863.9996
2026-01-22 02:45:00,1769049900.0,1863.7400,946.4727,1867.1389
2026-01-22 03:15:00,1769051700.0,1870.1500,946.5038,1873.6646
2026-01-22 03:45:00,1769053500.0,1865.7150,946.1938,1868.1856
2026-01-22 04:15:00,1769055300.0,1870.3917,945.8343,1871.6649
2026-01-22 04:45:00,1769057100.0,1870.4817,945.3719,1870.2081
2026-01-22 05:15:00,1769058900.0,1879.5933,945.2389,1878.8715
2026-01-22 05:45:00,1769060700.0,1880.9267,945.3024,1880.4178
2026-01-22 06:15:00,1769062500.0,1883.3783,945.4982,1883.5282
2026-01-22 06:45:00,1769064300.0,1883.1833,945.4522,1883.1784
2026-01-22 07:15:00,1769066100.0,1886.1183,945.1661,1885.1488
2026-01-22 07:45:00,1769067900.0,1890.9917,945.1744,1890.0475
2026-01-22 08:15:00,1769069700.0,1893.1233,945.2475,1892.4254
2026-01-22 08:45:00,1769071500.0,1892.4583,945.4435,1892.4239
2026-01-22 09:15:00,1769073300.0,1891.2850,945.6616,1891.9881
2026-01-22 09:45:00,1769075100.0,1892.9983,946.0925,1895.1616
2026-01-22 10:15:00,1769076900.0,1901.5750,946.3673,1904.6839
2026-01-22 10:45:00,1769078700.0,1901.7983,946.4650,1905.2404
2026-01-22 11:15:00,1769080500.0,1899.3650,946.6166,1903.3184
2026-01-22 11:45:00,1769082300.0,1901.4033,946.7100,1905.6790
2026-01-22 12:15:00,1769084100.0,1901.9383,946.5905,1905.8082
2026-01-22 12:45:00,1769085900.0,1906.0500,946.5058,1909.6388
2026-01-22 13:15:00,1769087700.0,1908.1683,946.5872,1912.0396
2026-01-22 13:45:00,1769089500.0,1909.0683,946.5653,1912.8666
2026-01-22 14:15:00,1769091300.0,1907.2417,946.2614,1909.9980
2026-01-22 14:45:00,1769093100.0,1908.6750,946.0179,1910.6015
2026-01-22 15:15:00,1769094900.0,1907.2250,945.8017,1908.4121
2026-01-22 15:45:00,1769096700.0,1907.3250,945.6813,1908.1012
2026-01-22 16:15:00,1769098500.0,1904.7050,945.7478,1905.7071
2026-01-22 16:45:00,1769100300.0,1903.7767,945.7240,1904.6971
2026-01-22 17:15:00,1769102100.0,1898.2333,945.6218,1898.8040
2026-01-22 17:45:00,1769103900.0,1899.1517,945.5624,1899.5208
2026-01-22 18:15:00,1769105700.0,1894.7483,945.6513,1895.4179
2026-01-22 18:45:00,1769107500.0,1891.9767,945.5507,1892.3048
2026-01-22 19:15:00,1769109300.0,1886.5033,945.3736,1886.2332
2026-01-22 19:45:00,1769111100.0,1887.5950,945.6455,1888.2424
2026-01-22 20:15:00,1769112900.0,1891.5883,945.2676,1890.9591
2026-01-22 20:45:00,1769114700.0,1898.7167,945.2160,1897.9101
2026-01-22 21:15:00,1769116500.0,1897.8417,945.6002,1898.3389
2026-01-22 21:45:00,1769118300.0,1896.4517,946.1125,1898.6868
2026-01-22 22:15:00,1769120100.0,1895.6917,946.6817,1899.8586
2026-01-22 22:45:00,1769121900.0,1893.0317,946.9500,1898.1029
2026-01-22 23:15:00,1769123700.0,1891.2767,947.0797,1896.7831
2026-01-22 23:45:00,1769125500.0,1890.3017,947.1498,1896.0429
2026-01-23 00:15:00,1769127300.0,1884.2333,947.2755,1890.3810
2026-01-23 00:45:00,1769129100.0,1889.1367,947.3792,1895.6518
2026-01-23 01:15:00,1769130900.0,1893.3433,947.2703,1899.5029
2026-01-23 01:45:00,1769132700.0,1892.2633,947.2147,1898.2306
2026-01-23 02:15:00,1769134500.0,1885.7417,947.2735,1891.8874
2026-01-23 02:45:00,1769136300.0,1887.5383,947.0116,1892.8034
2026-01-23 03:15:00,1769138100.0,1890.3083,946.5639,1894.0644
2026-01-23 03:45:00,1769139900.0,1896.6867,946.2777,1899.4833
2026-01-23 04:15:00,1769141700.0,1894.6067,945.9162,1896.1741
2026-01-23 04:45:00,1769143500.0,1894.0250,945.6036,1894.5328
2026-01-23 05:15:00,1769145300.0,1898.4567,945.3104,1897.9703
2026-01-23 05:45:00,1769147100.0,1910.3383,944.9821,1908.7283
2026-01-23 06:15:00,1769148900.0,1905.7217,945.0620,1904.3875
2026-01-23 06:45:00,1769150700.0,1908.3750,945.0868,1907.1235
2026-01-23 07:15:00,1769152500.0,1906.4783,945.3581,1906.1525
2026-01-23 07:45:00,1769154300.0,1901.7917,945.5497,1902.1182
2026-01-23 08:15:00,1769156100.0,1905.1250,945.7531,1906.1453
2026-01-23 08:45:00,1769157900.0,1903.5200,946.0211,1905.4523
2026-01-23 09:15:00,1769159700.0,1903.0533,946.2337,1905.7094
2026-01-23 09:45:00,1769161500.0,1908.0933,946.5477,1911.8294
2026-01-23 10:15:00,1769163300.0,1911.1017,946.8390,1915.8412
2026-01-23 10:45:00,1769165100.0,1905.8867,946.8085,1910.5091
2026-01-23 11:15:00,1769166900.0,1908.4200,946.8294,1913.1201
